A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]	LABEL
42.68653	872.7286	500.55103	3.454798	-1.7136365	-0.76258963	1
40.184822	883.291	479.46823	5.640297	-1.6275288	0.80256164	1
51.225296	881.9343	487.0551	4.737836	-1.2145535	2.5756392	1
48.35582	875.2225	456.87936	2.6331675	1.7850612	-0.79617894	1
38.44224	868.67145	442.2903	3.005222	-0.30541456	0.33520797	1
51.711018	849.7345	479.8024	3.5108962	1.579235	0.6066365	1
62.742596	851.1858	484.32025	3.595742	0.49186262	1.2390952	1
65.12535	870.9455	508.5696	2.3363318	0.24481757	1.8703578	1
54.023876	895.552	516.8308	0.9317918	-1.291043	0.09931812	1
54.738274	892.0645	529.41425	-5.5749216	-0.37036344	-1.8067168	1
76.84615	872.63617	511.18555	-11.165739	-1.3316402	-2.3299234	1
71.0812	836.1116	505.2896	-13.6911745	-2.0085015	-1.7186403	1
68.64215	834.8348	518.99023	-12.074437	-0.13743964	-3.1510706	1
44.497177	856.40533	505.58966	-7.613456	-0.41425738	-2.7389488	1
61.739628	847.3034	518.72034	-5.0929375	1.2839112	-0.44379374	1
62.55247	831.65784	493.24185	-4.1083517	-0.057747994	-0.36293226	1
55.378338	838.91626	535.1429	-1.6035361	0.8975606	-0.5454181	1
43.061752	825.9991	495.11093	-0.0016527768	-1.004315	0.827754	1
48.82947	835.0071	477.5367	3.7920752	3.056186	0.45974207	1
45.06299	848.9827	463.67432	4.8975534	2.6031306	-1.5204358	1
26.820208	856.96643	476.54947	8.53199	2.4003694	-0.12780485	1
33.534496	842.3999	486.21796	9.646602	0.48329517	-0.6684416	1
30.580975	837.8487	478.83563	11.143795	1.856708	-0.689727	1
16.556755	844.0806	512.3998	14.080893	4.7126017	0.47893196	1
36.45603	875.2685	513.49097	15.709339	-2.3797631	0.012560808	1
34.44595	879.9701	480.7327	14.857953	-2.8621333	-0.78598404	1
51.134647	880.58215	520.2857	11.160512	-1.8490124	-0.18752941	1
43.69493	884.4479	510.4689	10.118041	-5.2881765	-3.3605883	1
44.430916	891.1068	473.68936	7.565206	-5.3418646	-4.233735	1
56.390884	880.0008	470.10532	8.301191	-4.081616	-0.6452602	1
60.71539	862.81744	466.1967	9.311207	-1.4157375	-0.07945409	1
56.522747	873.1408	452.48004	8.906018	-2.5733805	-1.5666971	1
61.092247	867.3814	463.62598	9.27197	-1.2554009	-1.4503787	1
49.56611	869.07837	485.8426	8.723602	1.0440681	0.27087194	1
51.302128	854.65027	474.35	10.834616	-0.7492942	-0.6480254	1
62.420918	869.61774	496.2784	9.245121	-1.7974949	-1.126186	1
63.06871	871.9753	472.5996	5.1570063	0.878781	-0.3716618	1
63.15479	888.3589	452.10693	6.053523	0.6075719	-0.47880504	1
72.04959	883.472	438.29636	2.2211828	0.19246449	-4.196425	1
62.772858	872.11847	428.7898	-1.5980511	1.2657468	-4.022496	1
37.62316	847.24725	426.0872	-2.8957663	1.4682258	-5.6345863	1
47.515488	818.1818	482.05673	-4.3708277	-0.101621576	-5.044478	1
41.615814	831.6888	509.25882	-1.5492841	-1.1253911	-3.8100114	1
45.454666	876.22906	540.69904	6.0861893	-1.0756031	-5.6893415	1
17.954876	900.75757	561.1917	10.897041	-3.6852505	-3.0265863	1
32.940956	887.6046	523.3931	6.2544794	-2.0109124	-2.703957	1
47.348537	903.61334	484.5929	2.7977746	-3.9455519	-3.892428	1
50.664234	914.72107	473.38406	2.5401845	-3.6205733	-3.278403	1
54.063877	940.36127	460.38242	2.707325	-7.005836	-0.7168247	1
