A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]	LABEL
226.05103	844.8112	570.1561	-0.27215725	2.1531067	-0.6385615	1
233.35901	784.1	588.7124	-9.511084	1.5826656	-0.53357434	1
235.01604	733.40924	590.3852	-13.644578	0.49858695	-0.0803305	1
224.9709	724.044	603.6365	-11.610197	1.344091	0.8507519	1
236.83687	744.0948	616.48785	-5.2075076	-1.024863	0.16053353	1
212.29677	734.2055	619.4288	2.1253536	0.21717112	1.290666	1
237.47751	772.2003	604.8624	9.700611	0.22638005	1.8383161	1
244.70554	774.94073	592.8748	11.7851095	-0.008416959	3.7297246	1
229.42172	794.92725	569.8222	11.464565	-3.0211928	3.2963912	1
223.02425	775.616	587.176	10.971919	-3.9059508	1.9251449	1
227.1152	771.671	589.51025	7.383718	-2.1892073	0.322398	1
253.68384	781.69196	575.44293	2.5980523	-2.7187939	1.9193393	1
237.44087	778.9007	564.2004	-1.8186251	-1.8528732	0.71718174	1
230.99261	783.17236	580.0612	-6.2745967	-0.6447536	-0.5888638	1
224.02481	765.22406	583.8035	-14.785589	-0.9316633	-0.75618416	1
233.55275	761.5176	560.7273	-20.705282	1.2893869	-2.7657385	1
222.28938	756.8227	579.00305	-27.040564	-0.85159636	-4.549187	1
220.4944	719.27606	560.1969	-29.20915	1.7208676	-6.0515256	1
229.40321	708.14343	536.88916	-32.484676	1.9438144	-6.328545	1
227.67517	691.0177	599.1429	-28.859192	2.298558	-9.153523	1
216.41751	699.082	631.83875	-15.805526	3.9616761	-4.9198704	1
218.77484	750.83636	637.34576	-1.2722613	2.6013145	-3.3116403	1
231.89941	799.9497	618.5211	12.653806	1.7731687	-3.084946	1
218.49922	849.189	641.1488	16.93807	0.16526349	-1.1145737	1
222.10712	852.01154	616.01263	15.587479	-0.4525863	-1.5400562	1
243.68747	819.7454	638.1848	9.888392	-4.5248265	-0.8974968	1
231.02391	752.29016	621.5835	6.4602604	-0.9028015	0.59583545	1
234.59656	725.7417	621.2071	4.3791227	-1.7054622	0.32902586	1
226.78085	703.2064	605.0763	7.1356444	-1.5655226	0.5976065	1
226.31589	719.3698	589.2733	13.396985	-3.4686742	0.47153866	1
212.18143	751.32666	587.5266	17.23836	-1.1017164	-1.1401219	1
224.35913	765.9726	593.83246	18.558363	-4.971063	0.8550159	1
237.6585	818.26556	599.40015	17.36711	-7.441875	1.0616887	1
229.29732	827.8731	616.00836	15.201795	-7.078322	0.6866117	1
242.6532	822.2678	644.58655	8.126969	-11.183462	0.042017028	1
257.48495	801.9444	643.0436	3.740417	-11.125984	0.5210134	1
253.84586	794.9976	662.19543	-2.6996198	-14.358593	1.1012467	1
262.94724	796.5463	636.5521	-6.7837043	-13.521972	-2.2997317	1
270.61603	773.98425	634.13336	-11.999451	-14.442746	-2.1618166	1
248.19164	762.9934	628.2783	-16.737389	-16.433952	-2.3360248	1
273.75253	748.3772	630.3838	-18.475489	-17.996658	0.084037654	1
253.86621	733.1718	590.80066	-19.357426	-15.923621	-0.7329657	1
275.67673	714.052	620.29755	-18.780052	-16.946135	-1.4026567	1
269.42325	706.41626	599.9138	-12.88507	-17.184647	-0.7038154	1
246.08215	679.5985	585.54346	-6.402073	-15.32282	-1.9185966	1
250.36465	682.45917	604.9924	-0.8108216	-13.459369	-1.6504527	1
265.47394	720.3562	577.7224	7.9407363	-13.533462	-1.7603575	1
262.55338	740.2395	561.84735	15.459433	-11.055582	-0.9767825	1
249.3385	767.80566	522.5151	18.479843	-5.918318	-2.5487347	1
280.35193	807.2323	515.76514	21.573381	-2.3762665	-1.3322982	1
276.42432	849.6457	484.2792	21.07597	-1.2634177	-1.1373098	1
275.78308	858.9445	448.8436	10.5358515	2.6651316	0.2549904	1
253.48932	847.5548	472.41193	-1.041457	6.569684	-1.609235	1
245.84628	788.2961	507.10645	-15.354282	6.960432	-2.1421564	1
262.5462	749.6414	517.9875	-24.025734	8.420244	-2.7977617	1
237.5052	712.972	585.5671	-27.45154	8.808024	-2.87057	1
228.3921	715.8921	662.89795	-25.619003	8.644304	-2.107736	1
261.92575	743.9211	658.4693	-19.885937	6.6176033	-0.15619208	1
265.9413	739.0646	683.4778	-11.815801	6.325539	-1.6025089	1
242.60089	736.06464	628.9124	-17.734596	0.7996466	-6.4833503	1
254.46614	768.6443	577.4555	-23.443142	-0.16154505	-6.2062435	1
262.38428	789.7172	567.75604	-26.741789	-0.4495367	-5.1516905	1
261.60544	752.22235	584.14276	-27.179249	-0.63994855	-6.111249	1
262.11432	727.0021	610.1344	-23.98777	0.69750965	-7.094172	1
248.84367	707.4145	684.4159	-25.522938	-0.21325764	-5.699518	1
261.67032	698.8156	792.12964	-28.949362	-0.6308045	-7.0904427	1
252.79625	699.75653	767.8373	-33.02126	-9.452626	-8.166488	1
253.8075	724.4386	794.14557	-40.531338	-15.287544	-12.744631	1
239.38152	717.4696	747.4288	-52.256817	-18.352262	-14.120401	1
255.85411	719.65894	670.05444	-59.58181	-16.158098	-13.190295	1
302.6423	681.2684	564.71497	-64.67101	-12.141065	-13.283316	1
311.9223	622.43805	482.49612	-61.83789	-6.385484	-17.54496	1
310.38202	611.7968	463.34576	-57.10042	5.0918555	-16.670704	1
281.75354	633.02966	540.6739	-40.626183	12.991757	-11.697917	1
264.47552	657.7617	641.66125	-21.719524	22.55444	-11.289128	1
273.15195	653.4332	695.5509	-6.6094007	26.374168	-8.379812	1
274.297	622.69885	725.66895	2.670184	28.662926	-8.153452	1
233.00212	614.61707	758.35486	12.467698	30.338316	-8.795731	1
210.10225	649.79596	818.03577	27.220621	27.715908	-8.502874	1
182.36682	760.98944	846.5956	34.70557	26.312925	-7.1502943	1
180.65445	870.022	888.71014	35.908108	20.160524	-2.5584548	1
219.22153	928.236	808.29407	26.106754	15.820494	-1.2875217	1
248.73532	963.46356	697.5985	9.103699	11.9332695	-3.2252767	1
271.3872	891.9408	644.67676	-8.584009	11.955328	-1.0762854	1
272.4768	826.2028	663.8865	-24.404217	15.769387	1.910567	1
315.35724	754.1216	660.0675	-34.009296	16.774818	1.6419168	1
323.80194	738.68976	706.501	-41.393967	22.247305	2.1768367	1
290.64264	741.2753	698.5642	-41.9898	27.199614	6.600113	1
226.46675	703.0759	700.1795	-47.799637	27.423864	9.3731365	1
196.42436	642.3072	726.9087	-57.550346	28.365082	7.5823693	1
229.2664	567.7242	670.98566	-65.21393	31.034729	5.844329	1
260.7496	530.9382	670.74945	-61.824776	31.08823	4.716026	1
288.66263	513.00415	624.168	-43.26183	36.97469	6.8552847	1
279.07327	582.4472	612.9929	-17.721899	44.98142	9.20687	1
284.62018	698.5267	608.1344	8.068839	51.03877	14.448775	1
251.05688	757.1362	638.199	20.004301	56.698696	19.578396	1
249.56105	763.1406	650.17316	18.980576	61.59835	19.895466	1
267.2761	751.8292	656.98334	11.597872	65.36976	20.089819	1
299.29077	731.9947	672.06415	6.0998316	66.473404	19.127174	1
288.73425	712.44507	670.7176	-4.8192015	69.42962	18.735758	1
249.94438	652.97437	713.237	-20.899223	71.16334	13.508615	1
231.85382	538.128	701.8292	-34.864872	70.457634	10.341462	1
190.90863	477.27466	692.44116	-38.58892	68.93094	6.1525903	1
172.14543	503.84375	679.8195	-30.149506	67.86506	4.056948	1
139.42873	579.5317	683.6886	-12.418057	71.809586	6.33744	1
163.27576	666.2142	714.0044	2.3958642	72.61148	7.7066727	1
165.84294	691.8744	740.8654	15.921467	71.29858	8.404291	1
181.62834	697.94934	751.17346	20.399412	73.9061	7.540539	1
188.31755	707.0226	743.6232	25.043951	70.364815	6.339202	1
165.44965	724.1567	742.5275	27.49685	71.48444	5.6077585	1
142.6513	784.1113	732.3092	24.598219	71.22882	5.8393283	1
104.7332	788.40063	706.1945	13.125898	68.42328	5.128967	1
53.08063	768.8074	690.19257	-5.472895	64.5407	3.8360376	1
32.89664	722.38293	632.6638	-17.980652	64.32638	7.4305787	1
22.353308	625.2338	604.44104	-24.338217	64.846085	8.789587	1
10.551869	564.63806	661.3471	-19.918411	64.39719	7.169072	1
61.76025	553.6674	693.1212	-10.905226	68.52627	7.825877	1
60.260708	558.2943	697.231	3.1122105	67.55975	5.753743	1
26.84744	529.09625	713.67737	17.037378	68.74113	5.838735	1
-23.445578	561.7112	695.0611	32.02782	68.31117	5.4446425	1
-65.665215	639.0475	697.42334	46.802826	69.382805	4.87374	1
-73.26238	752.0274	765.7479	56.024986	67.07825	2.589106	1
-72.66239	841.97815	772.0853	52.220886	62.434906	2.454406	1
-80.79049	892.11316	739.74963	40.65533	56.02732	6.060914	1
-69.803955	853.4547	702.74713	27.292383	53.72764	8.492253	1
-62.753567	777.1441	659.6162	19.328407	51.740025	10.110688	1
-54.362293	734.81366	584.45953	16.84061	50.967384	13.335761	1
-59.324253	757.1985	595.2539	19.46425	55.81364	11.496888	1
-27.018631	806.989	603.0915	17.309025	56.43218	12.272957	1
-9.983511	815.4136	583.1148	15.319021	59.288338	13.579599	1
-54.244408	777.62445	617.2943	10.271718	60.22596	13.249484	1
-83.93454	757.7046	620.8843	6.787903	61.92577	13.717542	1
-109.95196	769.6035	633.519	7.196536	62.612343	13.997906	1
-127.04477	708.7089	682.92505	2.1803102	64.171196	16.267813	1
-136.44438	640.4802	755.72894	-4.52646	63.880035	13.8120985	1
-121.441414	549.1679	791.9193	-5.306561	58.79343	11.59594	1
-113.45984	570.6468	762.1462	4.487006	54.378498	11.32354	1
-122.3149	607.37085	747.4369	21.557322	51.514194	10.878431	1
-150.07295	676.0257	717.92633	40.9869	48.54281	10.614576	1
-137.39073	720.4845	651.77026	55.866333	46.713142	12.744755	1
-149.63287	749.66046	615.8527	67.65735	44.813435	11.942691	1
-152.72253	764.35986	543.56067	80.567604	46.051342	13.666019	1
-207.02321	855.3853	562.2322	91.22964	48.432297	19.551086	1
-215.91939	953.85175	676.8269	83.271	42.754845	20.757132	1
-180.13898	916.21844	727.5755	63.23141	40.055756	18.395042	1
-147.76062	889.5423	668.7921	37.497643	36.280632	18.985357	1
-89.7378	813.7195	656.5949	19.8427	31.080698	15.6200485	1
-87.5604	753.2373	610.26807	10.425792	30.803576	13.416381	1
