A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]	LABEL
-936.421	520.975	569.545	-4.4789257	33.141827	-5.294646	2
-965.6589	538.55615	575.4552	-9.473294	30.704208	-1.7513876	2
-1033.3171	537.92834	582.65967	-22.51761	32.848576	4.1154547	2
-1088.6205	530.9484	605.30054	-26.912691	29.65704	8.709263	2
-1145.8584	565.91705	600.4061	-40.40804	30.03544	13.993902	2
-1211.4602	533.5324	629.61725	-47.177616	20.48988	17.674383	2
-1244.391	521.8369	633.3899	-59.123272	16.651564	29.568218	2
-1254.9106	472.55627	619.6609	-66.14779	8.028285	37.254612	2
-1243.0007	407.94733	615.2266	-73.70134	4.318827	49.22952	2
-1220.1154	315.12375	583.93896	-71.082436	-8.326392	58.53401	2
-1152.1127	261.95697	514.97205	-70.60617	-10.808667	70.672264	2
-1136.0802	183.48656	464.03784	-63.081654	-20.857489	79.83939	2
-1107.0487	162.4201	428.03665	-55.935024	-25.060408	89.243484	2
-1067.8694	152.4597	389.85663	-45.62626	-32.563446	98.58316	2
-1094.4756	136.82341	381.32864	-44.415367	-32.433292	105.879845	2
-1069.1598	99.72784	394.08463	-35.127373	-37.164886	105.65875	2
-1061.1449	60.108223	353.75946	-32.593918	-38.924427	107.705734	2
-1076.451	-19.214092	358.54736	-10.572898	-43.88995	108.8417	2
-1017.6349	-17.110294	335.3257	16.257965	-47.96407	112.49731	2
-965.0564	19.977135	291.02417	45.40698	-48.645695	112.6378	2
-929.9231	79.13231	284.36572	74.271355	-47.10881	113.36307	2
-902.79755	113.89056	265.8387	96.19944	-48.093143	113.37336	2
-888.0806	166.8059	224.44429	115.6065	-48.30674	116.01008	2
-900.4623	197.8313	203.57576	132.4808	-48.63413	119.515594	2
-931.21045	231.17813	180.74329	144.83148	-50.006607	122.19651	2
-960.3803	283.4084	185.3837	157.96819	-46.105072	122.78925	2
-994.246	339.58746	160.90761	161.05286	-45.054245	120.26092	2
-1003.453	399.26334	125.51733	157.44533	-45.258827	116.43855	2
-980.7176	444.5772	122.63036	145.18948	-42.410336	114.48497	2
-968.0653	469.0941	99.78448	129.80148	-45.95687	112.774635	2
-919.3045	474.94766	104.08409	118.413155	-50.205036	108.71786	2
-890.2172	460.88058	106.38156	99.81848	-47.76571	105.76976	2
-897.8986	458.84787	96.843956	87.53596	-49.86172	99.50127	2
-911.6055	438.4168	101.349915	74.74314	-49.62961	93.72223	2
-923.8982	413.25067	70.94984	63.546886	-48.779274	88.67113	2
-893.07104	396.87228	82.622986	53.02523	-50.002975	85.293015	2
-871.6342	356.69495	87.587	46.08105	-50.73129	79.80779	2
-836.4238	337.7898	68.683624	39.90774	-51.313778	73.945625	2
-824.59534	302.52197	78.00277	40.111195	-48.868538	68.73036	2
-799.3964	292.2744	62.720306	37.495846	-44.946136	60.860428	2
