A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]	LABEL
-1148.89	295.384	268.65	86.57449	-10.045956	-133.9518	2
-1258.468	306.8211	276.87543	85.66352	-2.9327238	-148.15579	2
-1271.639	337.79086	324.3394	82.15457	0.9987638	-153.02023	2
-1361.8066	332.98215	340.0948	79.71383	1.301903	-172.58449	2
-1338.8862	378.27463	359.55692	79.0579	4.595194	-174.06456	2
-1381.771	368.7794	380.54596	75.64252	5.429203	-189.25037	2
-1313.2339	419.3613	403.576	78.79708	5.381926	-190.38554	2
-1344.8572	420.42905	385.30167	78.50663	3.4453511	-202.28537	2
-1227.715	500.9771	440.2011	78.27076	1.0353715	-199.26874	2
-1218.744	501.34326	440.65994	74.73159	-1.4409294	-209.43456	2
-1129.5084	540.99457	477.05923	71.33775	-7.000114	-201.29233	2
-1156.471	509.33167	444.2305	68.50979	-12.343358	-206.22186	2
-1121.5525	523.0038	446.24677	66.85269	-15.802587	-195.88647	2
-1151.4738	460.56134	409.55545	66.002174	-21.145071	-195.14331	2
-1089.3325	451.36124	350.10797	72.18619	-33.13477	-182.14516	2
-1114.2166	328.99396	280.05878	82.66682	-39.20983	-175.88618	2
-1041.6001	296.7908	211.15854	96.96258	-47.41194	-158.71658	2
-1079.487	184.04895	155.88976	119.52266	-50.8073	-149.4259	2
-1070.2123	183.92754	110.67739	145.93971	-54.73987	-131.71661	2
-1149.9803	129.93709	62.510773	176.24147	-56.718708	-118.393776	2
-1163.613	199.86874	52.333454	207.71066	-61.297882	-93.438515	2
-1179.2507	199.94872	-23.112383	240.7692	-60.496346	-74.2403	2
-1136.212	302.4319	-29.786215	269.70224	-65.253265	-51.86126	2
-1104.6693	352.92014	-69.35933	288.9904	-65.2806	-30.997507	2
-1058.0645	480.59567	-100.73932	302.05463	-64.02406	-11.34328	2
-960.6194	471.15436	-426.4101	314.49594	-52.93234	9.484111	2
-837.57916	-90.232346	-565.4332	358.12717	-19.246075	36.334084	2
-1088.4873	555.22626	-173.71593	393.3803	-18.393522	51.740063	2
-1049.9279	1192.0332	60.644344	358.801	-64.56778	50.853558	2
-703.53516	1153.3878	140.50795	302.71832	-76.54152	55.138172	2
-723.7849	788.2277	74.41329	245.08966	-44.245384	75.68713	2
-698.3766	594.52765	16.343586	190.83945	-28.884502	81.74046	2
-747.4995	510.57755	-30.747475	158.9938	-20.702072	77.674126	2
-719.3802	477.8358	-23.017588	137.76624	-12.745757	78.64546	2
-653.14215	576.72974	12.106795	116.871666	-6.6937466	71.50019	2
-626.73157	557.8929	34.198322	87.086006	-3.4976594	70.502945	2
-642.50555	573.505	49.373417	53.368687	3.410638	60.606503	2
-669.63873	503.88626	56.800713	19.641418	6.8971744	56.788864	2
-696.02515	485.29532	26.523329	-10.648032	10.99297	50.103813	2
-670.69824	441.92648	5.142403	-37.12873	10.323476	49.100395	2
-675.8664	422.0591	17.209103	-56.02661	11.425753	40.888077	2
-637.1642	390.19507	19.478218	-67.85911	8.076736	36.602917	2
-624.9505	379.25714	2.7369921	-80.45791	9.715016	26.201527	2
-592.8036	337.38947	16.871006	-91.13661	8.669832	21.673777	2
-615.85425	288.6768	9.452746	-98.79342	9.298477	12.606843	2
-583.33453	269.2082	37.504093	-104.8994	10.225731	4.665721	2
-582.30585	246.97453	44.655796	-105.56325	14.963022	-2.3830783	2
-584.21106	232.44542	90.33758	-98.672264	17.19955	-9.422069	2
-569.87537	246.17415	96.58252	-95.768295	21.238098	-18.970198	2
-571.82935	217.00247	133.97902	-91.127205	24.22577	-25.761322	2
-576.60803	229.63406	135.25266	-80.12257	26.516268	-32.814842	2
-573.6038	227.86816	195.5278	-69.04497	29.063076	-40.518864	2
-583.8664	252.05725	233.98122	-57.471138	34.99678	-43.958923	2
-572.4413	264.06094	251.07541	-44.34267	42.4131	-47.232433	2
