A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]	LABEL
-491.04047	492.80276	1168.9829	6.5222764	-7.279567	13.138021	4
-665.9902	449.99493	1292.9366	-3.2508247	-15.672075	11.597852	4
-595.1456	188.47041	1078.008	-0.29229447	-25.484976	9.701257	4
-530.05	31.38487	852.3736	12.95721	-30.8329	7.075108	4
-422.0687	185.8917	629.964	34.374954	-30.816698	10.1389475	4
-205.83832	219.50713	618.86884	52.715397	-26.624464	12.424367	4
84.66392	225.30276	801.9264	55.44382	-23.960464	13.347769	4
164.01942	438.8031	921.4231	42.381023	-21.70842	8.502352	4
-73.9723	750.8495	1187.4823	29.007254	-21.144804	7.750209	4
-414.75336	859.19324	1168.7761	7.573943	-21.47563	10.213128	4
-631.32245	636.04254	892.3088	-15.768236	-14.815939	16.978556	4
-585.2255	15.098554	772.42175	-37.841225	-8.8150835	11.548535	4
-507.20374	-205.72266	797.64795	-29.173634	-9.060802	4.415726	4
-272.98398	80.021736	852.18146	18.908802	-20.707647	11.952531	4
-29.149637	422.96234	908.86615	55.39565	-25.25717	16.06575	4
-99.8011	567.7687	865.8165	41.767193	-22.538973	8.973052	4
-313.81116	456.1229	786.067	12.178774	-3.5257685	4.8575253	4
-155.95619	153.6858	771.2901	-10.841509	10.892284	-1.9969276	4
-107.864494	229.72961	1139.8163	-14.169344	8.377564	-7.1156383	4
-240.40556	411.02975	1099.4645	-5.17407	3.6709507	-7.919125	4
-287.26373	339.10538	957.5846	1.6794282	4.910491	-3.120044	4
-121.16071	51.17141	720.65155	4.8683467	6.2820196	-5.3734627	4
119.65287	-151.31995	608.6406	1.1856722	14.824418	-17.542774	4
147.74765	-1.0907577	721.92255	15.293074	22.54801	-23.28998	4
155.43855	189.31998	712.5283	26.603485	29.652342	-28.099995	4
2.391756	579.72076	994.9283	25.670141	34.605816	-33.185074	4
-448.86398	1288.6702	1407.3323	10.836358	26.543787	-25.097334	4
-1126.1292	1837.9728	1410.7898	-31.097975	15.449562	-6.846077	4
-1454.138	313.44647	367.4552	-93.427086	31.71496	5.024914	4
-1079.8195	-1240.8224	417.84818	-120.21728	50.03345	-22.504663	4
-267.12027	-1309.4597	308.65945	-54.210114	26.834875	-33.582222	4
31.859076	-35.686226	556.2186	59.80254	8.196319	-16.983772	4
-133.15152	1249.4265	1208.4962	125.66661	-1.0168835	-6.472822	4
96.5559	966.3807	1015.3435	69.37188	8.525464	-9.210668	4
109.08838	405.50986	926.21765	-29.584318	30.158197	-27.001966	4
-49.451855	254.85185	952.5919	-67.166046	37.06317	-33.597805	4
-239.12674	494.5809	1113.4484	-49.63687	28.430813	-34.984653	4
-364.7251	363.95117	738.01855	-21.160265	22.966164	-28.546476	4
-250.54079	71.24102	646.21747	-9.329153	25.324593	-32.856674	4
-47.97075	-61.744537	521.5179	-5.636548	28.243294	-43.826637	4
-331.653	424.35382	1032.6929	-3.3646798	28.697943	-51.13455	4
-972.7885	1294.6382	1566.0356	-1.3927546	18.129978	-45.50273	4
-1621.7349	1127.5382	976.217	-39.498642	7.3067017	-28.27583	4
-1939.386	-275.03882	315.8531	-102.58402	25.409609	-25.785675	4
-751.2047	-1495.9032	-25.773043	-105.033035	30.030977	-39.06118	4
830.3875	-1169.7456	466.37833	-14.851239	16.606548	-48.52033	4
1027.2938	380.8023	988.0823	83.21998	14.894527	-40.84129	4
240.819	1136.48	1158.49	83.71487	22.796272	-23.148468	4
-115.79958	1314.3223	1717.224	-12.225409	34.190605	-45.469555	4
-629.8842	1417.6686	1652.989	-89.52519	19.28756	-46.15747	4
-1030.7615	501.90286	985.9167	-113.20751	12.65152	-19.862219	4
-941.07404	-501.0855	244.55653	-102.03909	15.853132	-17.851099	4
-707.20917	-632.71533	-96.920815	-45.777527	14.523168	-22.349104	4
-475.42337	78.92065	178.80121	18.876495	12.954301	-27.801361	4
-669.0454	921.6353	903.7367	49.956596	12.32052	-24.14484	4
-899.14514	992.7861	1184.4773	26.031332	4.274235	-11.038257	4
-1221.6376	485.0317	1135.6559	-31.630062	0.5282201	0.11489543	4
-1251.8516	-233.42712	905.39575	-65.405815	-3.321949	3.8535697	4
-597.6988	-754.72656	398.07587	-34.89896	-13.065755	7.4206862	4
293.23517	-658.07166	328.6719	28.959873	-9.584615	0.41938108	4
543.1353	63.859352	594.72894	80.818634	-2.939067	-3.6856453	4
171.34665	838.3354	1276.1493	84.29259	4.2488933	-2.9800758	4
-98.78343	937.3821	1538.0957	44.047794	0.23030399	-6.3306475	4
-474.13586	702.77893	1497.0121	-9.430088	-5.0763793	-16.31476	4
-834.5665	465.5827	1154.7083	-31.04792	-12.804346	-13.094339	4
-915.2096	82.18853	672.2629	-30.79251	-13.168999	-4.8424935	4
-783.257	-396.1804	330.83325	-31.08218	-2.677	-6.537894	4
-289.6264	-457.9541	411.84476	-9.533163	-0.07556276	-17.191614	4
-61.714966	127.55649	689.2771	30.498636	-1.6389585	-13.23572	4
-155.98698	665.7582	912.05804	44.24158	-4.4124727	-3.8122706	4
-320.9363	625.3501	1050.298	7.685776	-4.08876	-2.2756898	4
-779.77905	492.69977	1102.0729	-31.035818	-2.9380963	-2.111736	4
-946.56635	184.7274	756.66846	-46.111202	-2.932197	5.9790587	4
-595.1169	-199.90434	341.51245	-29.455168	-6.035417	7.671791	4
18.192783	-287.3272	464.79034	10.588212	-3.9423761	0.9852973	4
114.31729	105.200775	810.0148	46.111595	-2.993854	-1.0984861	4
-195.67694	603.75464	1066.3148	52.612686	-0.024499962	-3.4164033	4
-456.40604	851.60925	1251.6018	28.89086	3.2832794	-2.8704975	4
-805.7859	806.392	1261.0762	-6.437279	-3.331273	-3.5942428	4
-926.70825	156.54106	915.768	-38.242413	-4.4725833	-0.047595143	4
-1077.9963	-276.67908	899.4831	-46.47481	-2.9301605	-6.213908	4
-649.5179	-308.58218	666.9892	-9.283607	-11.859698	-6.033754	4
-45.045494	-245.11415	408.2239	36.01554	-13.790838	-9.326765	4
-333.12225	565.8685	1135.0778	58.26455	-6.2748737	-10.086211	4
-474.88626	783.93427	1322.6637	42.519608	-8.541703	-1.5989776	4
-434.68265	45.552387	786.1028	-16.399708	0.25913122	-7.959923	4
-538.56085	117.83354	861.1607	-27.100079	12.375396	-3.5865843	4
