A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]	LABEL
-319.90103	444.6653	802.89185	-23.208458	4.5983644	-3.2529964	4
-328.12296	519.88727	807.96844	-13.556173	5.9962726	1.236677	4
-252.84584	551.2681	729.2317	-6.337264	6.984226	4.3879695	4
-183.65349	544.87634	754.0074	-7.476064	10.94495	0.03914456	4
-193.8624	571.955	776.6722	-14.423012	10.7841015	-3.6365983	4
-191.51097	691.9733	805.64215	-15.755795	10.220854	2.5019093	4
-176.50055	754.6752	762.86884	-3.068878	6.991469	14.5995	4
-223.14307	677.8314	605.04047	4.0650873	9.1133375	17.920918	4
-281.2689	481.7315	589.9274	-15.855957	11.470849	4.323621	4
-351.37387	354.47638	685.472	-39.084045	8.784304	-5.960059	4
-385.08878	416.58664	671.4968	-34.2061	7.559168	-0.9410882	4
-264.80975	521.1059	852.2169	-10.336798	6.050592	12.421382	4
-174.31468	649.76654	1012.56885	6.5448995	2.7892108	12.147415	4
-190.31215	619.3547	872.1476	3.2891722	-0.7959922	3.248772	4
-226.25797	454.18365	787.3537	-15.281512	-1.7822127	-1.8695923	4
-215.528	364.84256	699.118	-26.117037	-3.443093	-6.6070533	4
-144.24454	426.4382	770.85297	-18.603594	-3.876243	-3.2272325	4
-162.77934	599.8097	881.95435	1.3136936	-2.1419759	0.5264903	4
-315.09262	713.48004	919.506	19.611084	-1.4326239	7.579136	4
-461.38803	704.3782	810.0722	17.539822	-4.2986894	10.125595	4
-490.7686	581.0756	714.5233	-1.4198196	-4.793254	7.3539906	4
-385.2052	455.4961	731.0015	-18.795547	-5.748214	6.1230745	4
-264.7495	426.0204	785.71106	-21.877983	-4.908447	9.193576	4
-186.63846	535.2853	857.77954	-11.2464695	-2.0494826	12.439426	4
-238.26692	660.2942	908.59344	-1.5441601	2.392091	16.846235	4
-318.4768	646.27374	830.7281	-3.364758	5.631941	17.158077	4
-290.18164	522.43164	865.91125	-15.131758	8.513752	10.049107	4
-222.79486	479.57877	897.89453	-28.974697	7.1112313	4.2428665	4
-158.53746	468.49786	810.4198	-25.664064	8.6984	4.8826504	4
-117.48002	475.0167	855.09375	-15.814792	12.510331	7.7758822	4
-160.5638	558.7591	842.81726	-7.7466526	9.676962	6.504928	4
-256.33118	608.1263	802.37933	-4.424524	13.242883	9.167889	4
-319.11533	621.933	836.3891	-12.237938	12.533988	13.058887	4
-351.39957	623.8788	768.0589	-23.66248	9.758802	17.629698	4
-351.9505	534.73065	714.12775	-27.7827	6.564482	20.086517	4
-306.54492	477.43616	703.4503	-30.719547	6.629567	20.467693	4
-277.61716	446.65625	671.1882	-28.066006	7.743326	23.0272	4
-288.45038	437.5949	755.88684	-18.176231	8.10543	23.818268	4
-312.17657	476.16168	673.7148	-15.664588	8.635262	21.515375	4
-325.73956	466.09326	760.4262	-14.586026	11.667354	20.106306	4
-276.2785	511.90393	822.4425	-11.362421	7.139407	18.991642	4
-293.36707	558.4016	774.233	-7.529369	3.7047074	17.530952	4
