A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]	LABEL
-516.0922	96.156075	908.2798	-8.596638	-10.055932	-28.527674	4
-377.26694	78.11269	754.6187	6.4906974	-16.526073	-28.87562	4
-231.58237	143.72649	707.66095	18.515284	-8.192759	-28.684593	4
-95.201416	394.995	800.7925	26.286	-10.001994	-31.063211	4
-437.89008	808.6392	1296.2847	21.604052	-8.020992	-26.984379	4
-347.61093	496.32578	716.4841	6.848587	-12.755633	-20.034618	4
-434.5164	345.37503	940.9363	-12.625417	-8.078234	-26.151638	4
-643.21643	371.9479	934.23816	-14.252153	-9.031477	-20.30467	4
-630.9048	79.771866	763.8015	-17.70609	-11.208928	-25.470736	4
-570.7971	110.22851	780.2532	-9.992113	-13.05791	-27.219788	4
-387.16678	347.2922	765.00635	14.413918	-22.478777	-23.239283	4
-284.53427	513.98584	778.73505	28.283703	-19.924818	-20.736523	4
-138.29059	432.00464	509.00772	18.615278	-17.378521	-18.18845	4
-83.20122	470.69553	757.4286	1.8815433	-12.996697	-21.419596	4
-295.39307	544.3464	981.75323	-6.0922623	-12.971909	-17.56416	4
-575.89166	576.6131	1150.0748	-14.511313	-17.168396	-18.205608	4
-558.96265	280.2875	692.7275	-18.383728	-20.981943	-18.901756	4
-613.20496	211.17667	774.6661	-17.697727	-16.177729	-18.250914	4
-441.89276	7.361917	536.5451	-4.6084533	-16.550789	-16.40593	4
-380.3467	45.36493	612.12067	3.8953035	-15.268825	-21.583796	4
-461.09683	420.66403	797.588	11.584789	-9.362092	-18.289072	4
-525.981	574.0398	940.49054	0.3860913	-8.348099	-13.544201	4
-551.7395	472.3363	1065.5725	-26.044994	-7.2269382	-10.53035	4
-432.97284	248.08914	987.05945	-42.3331	-6.1048803	-11.662968	4
-405.9027	287.4362	1042.0724	-42.451935	-8.557137	-9.123581	4
-362.92645	300.57523	961.9047	-37.397823	-9.402264	-8.494901	4
-349.9074	263.9786	825.81885	-38.62314	-8.33541	-8.182041	4
-278.7232	276.64432	710.65936	-35.78291	-5.4777656	-7.1769066	4
-344.71173	455.37677	800.90375	-27.95397	-7.8173194	-6.1452456	4
-346.8856	469.05133	729.98914	-26.32897	-7.3607984	-4.7898374	4
-377.36008	438.5208	806.8679	-31.21217	-8.435873	-2.7734902	4
-457.14578	414.23447	887.19183	-30.028084	-12.808755	-1.1465662	4
-548.5097	386.8763	816.95496	-32.197353	-16.17165	-1.986268	4
-622.91437	342.1005	839.02057	-28.522223	-17.63936	-3.878005	4
-442.72513	186.4383	702.2113	-26.03013	-16.850805	-5.778449	4
-475.27502	232.39568	844.5479	-23.372387	-15.088487	-7.786748	4
-287.52682	261.87643	813.20056	-16.475748	-14.842375	-9.228274	4
-142.16782	132.24971	678.4992	-15.011549	-8.59201	-12.363149	4
-247.33717	397.50616	993.99493	-16.051672	0.5348618	-12.658808	4
-247.14047	374.5389	1036.6539	-19.389994	-1.3904827	-13.074004	4
-420.01385	359.68085	1069.3489	-28.484526	0.43089125	-16.99401	4
-548.0678	467.29364	1106.2759	-31.731823	-0.676863	-14.597556	4
-533.9597	221.15733	856.58154	-34.41619	-3.6100287	-17.831133	4
-441.37857	96.246994	589.12604	-32.27506	-5.0217495	-14.804711	4
-316.354	5.189987	525.77545	-24.66792	-1.4736137	-21.512638	4
-377.5164	255.4428	645.1621	-17.915531	3.3825858	-19.453201	4
-387.31104	347.43	754.2325	-13.700165	6.787734	-17.29064	4
-476.00925	450.50397	926.1756	-20.253742	5.1881247	-14.897657	4
-486.64792	393.04037	823.4224	-28.101135	5.5044885	-12.746688	4
-468.9981	253.27498	824.85626	-38.246742	7.1136665	-12.066861	4
-466.91245	248.79759	842.6133	-35.707127	1.7564029	-7.849852	4
-260.8218	39.85004	610.6144	-32.29979	-3.2686906	-10.711776	4
-378.01956	226.90868	879.7619	-22.633425	-3.2341623	-8.938228	4
-293.16614	242.22989	793.15045	-14.433565	-3.702981	-8.484186	4
-416.79282	383.76578	988.75024	-14.33158	-2.2088625	-6.21495	4
-539.2079	458.30075	1114.4863	-15.564057	-4.039718	-1.7338804	4
-616.7278	294.6554	1083.0574	-26.98075	-8.994933	-0.44334486	4
-655.69086	206.4855	906.185	-30.045067	-11.062958	0.0075734383	4
-440.08273	-1.3971704	662.2592	-26.495525	-12.180778	2.816895	4
-475.32236	81.96597	825.9953	-12.101218	-7.823811	4.4070354	4
-377.51697	258.03067	758.6647	4.1425753	-9.790391	7.6962	4
-285.15384	336.595	727.5527	8.845582	-7.0065866	13.230052	4
-326.2407	358.55093	915.1391	4.2153463	-4.304762	13.385973	4
-434.99374	335.14832	1078.4686	-6.5350647	-4.186986	10.687421	4
-479.0914	297.18738	1001.4094	-14.481554	-4.485843	12.775157	4
-482.2701	249.10687	942.9908	-18.400034	-4.4177504	10.977895	4
-444.1706	119.10264	851.63055	-19.43749	-3.9693134	7.9291873	4
-536.3648	220.10133	1029.0382	-14.814422	-3.7911139	6.1933546	4
-510.76016	262.13626	927.06805	-10.699363	-4.4541607	10.419285	4
-460.71683	252.06635	863.0421	-12.690485	-2.5062978	9.779181	4
-469.5291	235.7709	821.146	-14.733416	2.255414	10.107889	4
-304.80774	73.90205	646.12524	-19.164248	4.1056275	8.277694	4
-323.28168	183.01564	816.19226	-18.80644	6.6433277	6.4092164	4
-375.5174	323.24274	855.674	-8.728106	2.735865	8.094919	4
-295.19482	349.42004	692.80634	-6.0417476	1.1908073	12.992677	4
-324.48148	377.13806	700.79755	-9.128819	1.3578295	13.126926	4
-322.5359	259.83023	634.81274	-15.768657	1.9163579	10.03449	4
-469.80872	234.43599	808.86743	-21.215876	4.182253	10.468128	4
-572.83936	223.76251	874.6953	-19.308064	-2.363712	13.347319	4
-549.95026	137.19664	755.25476	-13.084363	-6.4623933	16.315699	4
-511.3116	62.529396	696.1331	-3.934862	-7.1189146	16.735054	4
-427.45883	31.230408	640.07654	1.4360707	-10.120463	15.080762	4
-409.5536	112.03046	777.9247	9.815528	-8.17475	11.956635	4
-241.5725	136.95999	712.2559	15.288734	-8.6455	12.405351	4
-369.76562	322.551	1003.76807	16.89817	-6.2049775	12.053251	4
-390.33908	323.3162	958.76434	10.34496	-6.3486185	13.511916	4
-380.8118	288.94336	946.51385	-3.8111687	-4.037092	14.906366	4
-467.6177	305.934	958.3233	-7.946507	-2.015633	15.594107	4
-362.6709	150.56494	803.54706	-9.013954	-4.6669106	14.609815	4
-359.7896	138.89055	919.0834	-5.544053	-2.4762053	13.682755	4
-443.5457	293.4062	970.2394	1.9789639	-3.575129	11.181641	4
-474.4909	371.25903	861.55835	-0.38278896	-4.3516245	15.339789	4
-435.30304	298.2583	682.859	-6.6862125	0.68860674	16.263165	4
-443.22162	184.31929	819.14813	-9.858048	4.076394	15.803293	4
-507.3094	228.03624	854.83594	-8.872181	4.165559	12.083398	4
-500.88583	294.2743	856.174	-0.5614149	1.7786872	14.137106	4
-501.1429	304.71997	884.35706	0.1504391	-1.5394683	13.432467	4
-598.57837	309.89655	915.5462	-3.2629926	0.60550284	15.402401	4
-524.71857	212.34196	799.57996	-3.8157241	1.0032575	15.794969	4
-343.75037	94.98215	691.0631	-3.3644762	0.82584184	13.282782	4
-326.99423	132.62689	894.5359	-0.82170457	4.437974	9.948402	4
-335.656	276.5812	886.0853	-0.22717766	8.2506275	6.087345	4
-219.57901	284.6225	757.0118	-1.9840767	8.118258	7.8206754	4
-280.74823	319.73315	933.65814	-7.187818	12.363636	7.5768886	4
-431.99658	352.59912	1199.733	-11.2952385	11.939737	9.143883	4
