A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]	LABEL
-862.72064	-460.7257	-88.59125	-16.664457	-54.035603	-226.21495	3
-915.44666	-416.2763	-41.73712	-25.438677	-75.76577	-248.4864	3
-960.0949	-405.09766	3.8984938	-35.577976	-96.40524	-275.08102	3
-1018.18396	-359.6293	40.92698	-39.66614	-114.780266	-299.86545	3
-1065.9783	-289.13336	57.989445	-39.224052	-131.20438	-323.03186	3
-1156.8107	-191.44096	31.88783	-34.228252	-150.4843	-351.91873	3
-1252.041	-37.804306	4.204053	-24.771475	-163.75363	-386.06012	3
-1384.9181	218.90157	138.595	-14.84903	-169.10652	-421.92224	3
-1591.4917	665.59674	126.66057	-18.788895	-166.04971	-455.91617	3
-2250.0723	1411.7589	245.98314	-26.415262	-158.65797	-478.05322	3
-3346.4358	2331.9265	426.2599	6.7435594	-172.8473	-472.67953	3
-3928.6108	3407.658	781.4823	70.4086	-179.73793	-463.68558	3
-3481.1333	4259.214	999.76166	120.35643	-185.10689	-445.00903	3
-3387.1074	4959.353	836.16693	134.13254	-182.77466	-374.55078	3
-3072.5542	5294.9473	694.29614	116.408	-166.23615	-265.43103	3
-2218.43	4686.718	476.8697	89.02312	-145.15715	-167.31827	3
-1670.6605	3623.8486	336.658	78.500336	-116.62557	-95.513916	3
-1201.6882	2751.8918	301.3059	85.0957	-96.6122	-52.38846	3
-795.70764	2283.6594	309.0572	94.93622	-82.00392	-34.603577	3
-449.45908	2035.1201	241.4627	108.85242	-79.281784	-25.0697	3
-243.50023	1898.6233	198.63223	115.68103	-78.667076	-21.786707	3
-71.42868	1666.6598	149.65288	106.920166	-79.076584	-22.801107	3
77.60754	1433.453	132.12355	89.96766	-84.29155	-24.58308	3
268.53656	1168.8271	91.38077	67.765945	-89.24014	-26.1604	3
449.7835	930.8266	53.266197	49.65879	-95.86941	-29.40426	3
590.216	704.1335	67.178505	34.933765	-99.23296	-31.098137	3
675.86194	559.00055	74.92579	30.672922	-101.48659	-32.209595	3
727.2692	416.37756	50.65855	30.57994	-102.45997	-35.63276	3
739.3163	296.7441	29.787737	33.59351	-99.17871	-38.08973	3
760.82874	255.718	11.498059	45.470028	-99.95805	-36.755436	3
761.8435	238.42905	4.4088125	52.288216	-94.63324	-33.569675	3
752.58734	257.6331	45.12936	57.932026	-87.573	-27.63312	3
718.3282	277.90762	27.457207	59.527367	-83.73834	-20.666838	3
691.1844	303.5754	42.766537	58.816696	-76.3342	-8.27074	3
676.1438	320.81952	51.35814	53.01391	-72.653885	6.0645194	3
659.0806	326.23486	17.275501	45.851665	-65.748955	18.2898	3
648.1672	321.0967	14.959493	39.027557	-57.284966	28.65169	3
641.35406	342.2473	10.258465	27.915407	-50.449776	38.224953	3
644.91095	318.3448	-0.42445758	14.496109	-40.408684	46.813263	3
617.61475	317.73068	-19.17859	1.729422	-30.952555	56.864967	3
626.857	323.4526	-42.724342	-10.905022	-20.985392	63.462414	3
619.689	332.23685	-30.502752	-22.614983	-6.5064116	66.99727	3
578.7544	390.9335	-69.2476	-25.527945	7.9851995	75.08213	3
520.3509	489.5135	-54.03555	-22.561138	24.036436	84.03125	3
467.0105	601.04614	-33.443024	-16.381193	39.17936	95.51233	3
416.3515	762.8589	-54.31888	-9.363614	55.305054	107.64724	3
386.6604	914.38416	-78.57407	-5.639851	70.43207	121.28962	3
370.50433	1081.4977	-126.36809	-6.420006	90.37595	134.23013	3
330.8662	1262.7654	-162.15941	-9.784275	108.520615	144.19742	3
293.94568	1665.6354	-170.58142	-17.751373	125.05505	152.32785	3
213.39232	2188.9688	-201.3005	-16.34899	139.99849	163.662	3
20.3708	2877.06	-269.0603	-13.672338	151.55937	181.42632	3
-278.06293	3553.565	-326.0772	-22.90708	163.80966	196.92651	3
-638.966	4048.4626	-344.1258	-48.566414	170.17725	208.1788	3
-933.3791	4245.232	-318.27057	-92.65859	181.5145	230.86057	3
-1166.8718	4146.2227	-295.41446	-132.2571	190.22565	255.6617	3
